Replicate,Duration,Date,Dorm,Column,PEMV,Source Species,Weevil,Ladybird,Source weevil damage,Plant Number,Total Aphids,Total Adults,Total Nymphs,Top Maternal,Top Nymph,Top Total,Middle Maternal,Middle Nymph,Middle Total,Bottom Maternal,Bottom Nymph,Bottom Total,Weevil Herbivory
1,5,8.6.2017,27,A,,Vetch,Absent,Present,No,1,7,1,6,1,5,6,0,0,0,0,1,1,No
1,5,8.6.2017,27,B,,Vetch,Absent,Present,No,1,10,2,8,0,0,0,2,7,9,0,1,1,No
1,5,8.6.2017,28,A,,Vetch,Absent,Present,No,1,2,0,2,0,0,0,0,1,1,0,1,1,No
1,5,8.6.2017,28,B,,Vetch,Absent,Present,No,1,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,29,A,,Pea,Absent,Absent,No,1,30,5,25,2,12,14,3,11,14,0,2,2,No
1,5,8.6.2017,29,B,,Pea,Absent,Absent,No,1,6,1,5,0,2,2,0,2,2,1,1,2,No
1,5,8.6.2017,30,A,,Pea,Absent,Absent,No,1,63,12,51,8,25,33,4,26,30,0,0,0,No
1,5,8.6.2017,30,B,,Pea,Absent,Absent,No,1,1,0,1,0,1,1,0,0,0,0,0,0,No
1,5,8.6.2017,31,A,,Pea,Absent,Absent,No,1,23,3,20,0,0,0,0,2,2,3,18,21,No
1,5,8.6.2017,31,B,,Pea,Absent,Absent,No,1,4,1,3,0,0,0,0,1,1,1,2,3,No
1,5,8.6.2017,32,A,,Pea,Absent,Absent,No,1,19,2,17,2,17,19,0,0,0,0,0,0,No
1,5,8.6.2017,32,B,,Pea,Absent,Absent,No,1,12,2,10,0,1,1,1,6,7,1,3,4,No
1,5,8.6.2017,1,A,,Vetch,Present,Absent,Yes,2,12,6,6,0,2,2,2,1,3,4,3,7,No
1,5,8.6.2017,1,B,,Vetch,Present,Absent,Yes,2,6,4,2,2,1,3,2,0,2,0,1,1,No
1,5,8.6.2017,2,A,,Vetch,Present,Absent,No,2,7,4,3,1,1,2,1,0,1,2,2,4,No
1,5,8.6.2017,2,B,,Vetch,Present,Absent,No,2,15,3,12,0,0,0,1,8,9,2,4,6,No
1,5,8.6.2017,3,A,,Vetch,Present,Absent,Yes,2,1,0,1,0,1,1,0,0,0,0,0,0,No
1,5,8.6.2017,3,B,,Vetch,Present,Absent,Yes,2,23,4,19,0,0,0,4,19,23,0,0,0,No
1,5,8.6.2017,4,A,,Vetch,Present,Absent,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,4,B,,Vetch,Present,Absent,Yes,2,11,0,11,0,0,0,0,3,3,0,8,8,No
1,5,8.6.2017,5,A,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,5,B,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,6,A,,Pea,Present,Present,Yes,2,0,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,6,B,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,7,A,,Pea,Present,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,7,B,,Pea,Present,Absent,No,2,4,1,3,0,0,0,0,0,0,1,3,4,No
1,5,8.6.2017,8,A,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,8,B,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,A,,Pea,Present,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,B,,Pea,Present,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,A,,Pea,Present,Absent,Yes,2,1,1,0,0,0,0,0,0,0,1,0,1,No
1,5,8.6.2017,10,B,,Pea,Present,Absent,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,11,A,,Pea,Present,Absent,No,2,2,2,0,0,0,0,2,0,2,0,0,0,No
1,5,8.6.2017,11,B,,Pea,Present,Absent,No,2,3,2,1,0,0,0,1,1,2,1,0,1,No
1,5,8.6.2017,12,A,,Pea,Absent,Absent,No,2,4,1,3,0,0,0,0,0,0,1,3,4,No
1,5,8.6.2017,12,B,,Pea,Absent,Absent,No,2,21,4,17,3,7,10,0,0,0,1,10,11,No
1,5,8.6.2017,13,A,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,13,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,14,A,,Pea,Absent,Present,No,2,1,1,0,0,0,0,1,0,1,0,0,0,No
1,5,8.6.2017,14,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,15,A,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,15,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,16,A,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,16,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,17,A,,Vetch,Present,Present,Yes,2,14,2,12,0,0,0,0,0,0,2,12,14,Yes
1,5,8.6.2017,17,B,,Vetch,Present,Present,Yes,2,5,1,4,0,0,0,0,1,1,1,3,4,Yes
1,5,8.6.2017,18,A,,Vetch,Present,Present,No,2,3,1,2,0,0,0,1,1,2,0,1,1,No
1,5,8.6.2017,18,B,,Vetch,Present,Present,No,2,1,0,1,0,0,0,0,0,0,0,1,1,Yes
1,5,8.6.2017,19,A,,Vetch,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,5,8.6.2017,19,B,,Vetch,Present,Present,Yes,2,12,2,10,0,0,0,1,5,6,1,5,6,Yes
1,5,8.6.2017,20,A,,Vetch,Present,Present,Yes,2,11,1,10,0,5,5,1,5,6,0,0,0,Yes
1,5,8.6.2017,20,B,,Vetch,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,5,8.6.2017,21,A,,Vetch,Absent,Absent,No,2,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,21,B,,Vetch,Absent,Absent,No,2,3,0,3,0,0,0,0,0,0,0,3,3,No
1,5,8.6.2017,22,A,,Vetch,Absent,Absent,No,2,12,2,10,2,10,12,0,0,0,0,0,0,No
1,5,8.6.2017,22,B,,Vetch,Absent,Absent,No,2,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,23,A,,Vetch,Absent,Absent,No,2,2,0,2,0,0,0,0,2,2,0,0,0,No
1,5,8.6.2017,23,B,,Vetch,Absent,Absent,No,2,9,1,8,1,8,9,0,0,0,0,0,0,No
1,5,8.6.2017,24,A,,Vetch,Absent,Absent,No,2,3,1,2,1,2,3,0,0,0,0,0,0,No
1,5,8.6.2017,24,B,,Vetch,Absent,Absent,No,2,7,2,5,2,4,6,0,1,1,0,0,0,No
1,5,8.6.2017,25,A,,Vetch,Absent,Present,No,2,1,1,0,0,0,0,1,0,1,0,0,0,No
1,5,8.6.2017,25,B,,Vetch,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,26,A,,Vetch,Absent,Present,No,2,6,1,5,0,0,0,0,0,0,1,5,6,No
1,5,8.6.2017,26,B,,Vetch,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,27,A,,Vetch,Absent,Present,No,2,4,2,2,0,0,0,1,0,1,1,2,3,No
1,5,8.6.2017,27,B,,Vetch,Absent,Present,No,2,1,0,1,0,1,1,0,0,0,0,0,0,No
1,5,8.6.2017,28,A,,Vetch,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,28,B,,Vetch,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,29,A,,Pea,Absent,Absent,No,2,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,29,B,,Pea,Absent,Absent,No,2,28,5,23,2,4,6,1,11,12,2,8,10,No
1,5,8.6.2017,30,A,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,30,B,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,31,A,,Pea,Absent,Absent,No,2,4,1,3,0,0,0,1,2,3,0,1,1,No
1,5,8.6.2017,31,B,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,32,A,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,32,B,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,1,A,,Vetch,Present,Absent,Yes,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,1,B,,Vetch,Present,Absent,Yes,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,2,A,,Vetch,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,2,B,,Vetch,Present,Absent,No,3,2,1,1,0,0,0,0,0,0,1,1,2,No
1,5,8.6.2017,3,A,,Vetch,Present,Absent,Yes,3,10,0,10,0,0,0,0,10,10,0,0,0,No
1,5,8.6.2017,3,B,,Vetch,Present,Absent,Yes,3,12,0,12,0,0,0,0,12,12,0,0,0,No
1,5,8.6.2017,4,A,,Vetch,Present,Absent,Yes,3,8,1,7,0,0,0,0,0,0,1,7,8,No
1,5,8.6.2017,4,B,,Vetch,Present,Absent,Yes,3,2,1,1,1,1,2,0,0,0,0,0,0,No
1,5,8.6.2017,5,A,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,5,B,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,6,A,,Pea,Present,Present,Yes,3,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,6,B,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,7,A,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,7,B,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,8,A,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,8,B,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,A,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,B,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,A,,Pea,Present,Absent,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,B,,Pea,Present,Absent,Yes,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,11,A,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,11,B,,Pea,Present,Absent,No,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,12,A,,Pea,Absent,Absent,No,3,1,1,0,0,0,0,0,0,0,1,0,1,No
1,5,8.6.2017,12,B,,Pea,Absent,Absent,No,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,13,A,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,13,B,,Pea,Absent,Present,No,3,1,1,0,0,0,0,1,0,1,0,0,0,No
1,5,8.6.2017,14,A,,Pea,Absent,Present,No,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,14,B,,Pea,Absent,Present,No,3,13,1,12,1,12,13,0,0,0,0,0,0,No
1,5,8.6.2017,15,A,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,15,B,,Pea,Absent,Present,No,3,3,0,3,0,0,0,0,1,1,0,2,2,No
1,5,8.6.2017,16,A,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,16,B,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,17,A,,Vetch,Present,Present,Yes,3,3,1,2,0,0,0,0,0,0,1,2,3,Yes
1,5,8.6.2017,17,B,,Vetch,Present,Present,Yes,3,2,0,2,0,0,0,0,1,1,0,1,1,No
1,5,8.6.2017,18,A,,Vetch,Present,Present,No,3,2,0,2,0,0,0,0,2,2,0,0,0,Yes
1,5,8.6.2017,18,B,,Vetch,Present,Present,No,3,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,19,A,,Vetch,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,5,8.6.2017,19,B,,Vetch,Present,Present,Yes,3,3,1,2,0,0,0,0,0,0,1,2,3,Yes
1,5,8.6.2017,20,A,,Vetch,Present,Present,Yes,3,1,1,0,0,0,0,0,0,0,1,0,1,Yes
1,5,8.6.2017,20,B,,Vetch,Present,Present,Yes,3,6,2,4,0,0,0,1,4,5,1,0,1,No
1,5,8.6.2017,21,A,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,21,B,,Vetch,Absent,Absent,No,3,11,4,7,0,0,0,1,0,1,3,7,10,No
1,5,8.6.2017,22,A,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,22,B,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,23,A,,Vetch,Absent,Absent,No,3,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,23,B,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,24,A,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,24,B,,Vetch,Absent,Absent,No,3,1,0,1,0,1,1,0,0,0,0,0,0,No
1,5,8.6.2017,25,A,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,25,B,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,26,A,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,26,B,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,27,A,,Vetch,Absent,Present,No,3,14,3,11,0,0,0,1,7,8,2,4,6,No
1,5,8.6.2017,27,B,,Vetch,Absent,Present,No,3,7,1,6,0,0,0,1,5,6,0,1,1,No
1,5,8.6.2017,28,A,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,28,B,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,29,A,,Pea,Absent,Absent,No,3,2,1,1,0,0,0,1,1,2,0,0,0,No
1,5,8.6.2017,29,B,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,30,A,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,30,B,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,31,A,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,31,B,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,32,A,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,32,B,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,1,A,,Vetch,Present,Absent,Yes,4,5,1,4,0,4,4,0,0,0,1,0,1,No
1,5,8.6.2017,1,B,,Vetch,Present,Absent,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,2,A,,Vetch,Present,Absent,No,4,17,2,15,0,0,0,0,0,0,2,15,17,No
1,5,8.6.2017,2,B,,Vetch,Present,Absent,No,4,10,2,8,2,8,10,0,0,0,0,0,0,No
1,5,8.6.2017,3,A,,Vetch,Present,Absent,Yes,4,8,0,8,0,0,0,0,8,8,0,0,0,No
1,5,8.6.2017,3,B,,Vetch,Present,Absent,Yes,4,7,0,7,0,0,0,0,7,7,0,0,0,No
1,5,8.6.2017,4,A,,Vetch,Present,Absent,Yes,4,24,1,23,0,0,0,0,15,15,1,8,9,No
1,5,8.6.2017,4,B,,Vetch,Present,Absent,Yes,4,6,0,6,0,0,0,0,6,6,0,0,0,No
1,5,8.6.2017,5,A,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,5,B,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,6,A,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,6,B,,Pea,Present,Present,Yes,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,7,A,,Pea,Present,Absent,No,4,1,1,0,1,0,1,0,0,0,0,0,0,No
1,5,8.6.2017,7,B,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,8,A,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,8,B,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,A,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,B,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,A,,Pea,Present,Absent,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,B,,Pea,Present,Absent,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,11,A,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,11,B,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,12,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,12,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,13,A,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,13,B,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,14,A,,Pea,Absent,Present,No,4,10,2,8,2,8,10,0,0,0,0,0,0,No
1,5,8.6.2017,14,B,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,15,A,,Pea,Absent,Present,No,4,2,0,2,0,0,0,0,0,0,0,2,2,No
1,5,8.6.2017,15,B,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,16,A,,Pea,Absent,Present,No,4,2,1,1,0,0,0,1,0,1,0,1,1,No
1,5,8.6.2017,16,B,,Pea,Absent,Present,No,4,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,17,A,,Vetch,Present,Present,Yes,4,3,0,3,0,0,0,0,1,1,0,2,2,Yes
1,5,8.6.2017,17,B,,Vetch,Present,Present,Yes,4,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,18,A,,Vetch,Present,Present,No,4,2,0,2,0,0,0,0,1,1,0,1,1,No
1,5,8.6.2017,18,B,,Vetch,Present,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,19,A,,Vetch,Present,Present,Yes,4,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,19,B,,Vetch,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,20,A,,Vetch,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,5,8.6.2017,20,B,,Vetch,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,21,A,,Vetch,Absent,Absent,No,4,8,2,6,1,1,2,0,0,0,1,5,6,No
1,5,8.6.2017,21,B,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,22,A,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,22,B,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,23,A,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,23,B,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,24,A,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,24,B,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,25,A,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,25,B,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,26,A,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,26,B,,Vetch,Absent,Present,No,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,27,A,,Vetch,Absent,Present,No,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,27,B,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,28,A,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,28,B,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,29,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,29,B,,Pea,Absent,Absent,No,4,5,2,3,0,0,0,2,3,5,0,0,0,No
1,5,8.6.2017,30,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,30,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,31,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,31,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,32,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,32,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,1,A,,Vetch,Present,Absent,Yes,5,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,1,B,,Vetch,Present,Absent,Yes,5,2,1,1,0,0,0,1,1,2,0,0,0,No
1,5,8.6.2017,2,A,,Vetch,Present,Absent,No,5,18,2,16,0,5,5,2,11,13,0,0,0,No
1,5,8.6.2017,2,B,,Vetch,Present,Absent,No,5,45,6,39,3,19,22,0,5,5,3,15,18,No
1,5,8.6.2017,3,A,,Vetch,Present,Absent,Yes,5,2,2,0,0,0,0,2,0,2,0,0,0,No
1,5,8.6.2017,3,B,,Vetch,Present,Absent,Yes,5,12,0,12,0,0,0,0,12,12,0,0,0,No
1,5,8.6.2017,4,A,,Vetch,Present,Absent,Yes,5,18,1,17,0,0,0,0,0,0,1,17,18,No
1,5,8.6.2017,4,B,,Vetch,Present,Absent,Yes,5,1,1,0,0,0,0,0,0,0,1,0,1,No
1,5,8.6.2017,5,A,,Pea,Present,Present,Yes,5,1,0,1,0,0,0,0,1,1,0,0,0,No
1,5,8.6.2017,5,B,,Pea,Present,Present,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,6,A,,Pea,Present,Present,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,6,B,,Pea,Present,Present,Yes,5,13,3,10,2,10,12,1,0,1,0,0,0,No
1,5,8.6.2017,7,A,,Pea,Present,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,7,B,,Pea,Present,Absent,No,5,22,4,18,0,0,0,4,17,21,0,1,1,No
1,5,8.6.2017,8,A,,Pea,Present,Present,Yes,5,1,1,0,0,0,0,1,0,1,0,0,0,No
1,5,8.6.2017,8,B,,Pea,Present,Present,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,A,,Pea,Present,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,9,B,,Pea,Present,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,A,,Pea,Present,Absent,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,10,B,,Pea,Present,Absent,Yes,5,5,1,4,1,4,5,0,0,0,0,0,0,No
1,5,8.6.2017,11,A,,Pea,Present,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,11,B,,Pea,Present,Absent,No,5,1,1,0,0,0,0,1,0,1,0,0,0,No
1,5,8.6.2017,12,A,,Pea,Absent,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,12,B,,Pea,Absent,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,13,A,,Pea,Absent,Present,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,13,B,,Pea,Absent,Present,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,14,A,,Pea,Absent,Present,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,14,B,,Pea,Absent,Present,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,15,A,,Pea,Absent,Present,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,15,B,,Pea,Absent,Present,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,5,8.6.2017,16,A,,Pea,Absent,Present,No,5,1,0,1,0,0,0,0,0,0,0,1,1,No
1,5,8.6.2017,16,B,,Pea,Absent,Present,No,5,7,1,6,0,0,0,1,6,7,0,0,0,No
1,5,8.6.2017,17,A,,Vetch,Present,Present,Yes,5,1,0,1,0,0,0,0,0,0,0,1,1,No
